Team,Player,Pos,Ht,Wt,Birth Date,Country,Exp,College,Pic
https://cdn.ssref.net/req/202209231/tlogo/bbr/WAS-2023.png,Will Barton,SG,6-6,181,January 6 1991,us,10,Memphis,https://www.basketball-reference.com/req/202106291/images/players/bartowi01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/WAS-2023.png,Corey Kispert,SF,6-7,220,March 3 1999,us,1,Gonzaga,https://www.basketball-reference.com/req/202106291/images/players/kispeco01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/WAS-2023.png,Kyle Kuzma,PF,6-9,221,July 24 1995,us,5,Utah,https://www.basketball-reference.com/req/202106291/images/players/kuzmaky01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/WAS-2023.png,Monte Morris,PG,6-2,183,June 27 1995,us,5,Iowa State,https://www.basketball-reference.com/req/202106291/images/players/morrimo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/WAS-2023.png,Deni Avdija,SF,6-9,210,January 3 2001,il,2,,https://www.basketball-reference.com/req/202106291/images/players/avdijde01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/WAS-2023.png,Vernon Carey Jr.,C,6-9,270,February 25 2001,us,2,Duke,https://www.basketball-reference.com/req/202106291/images/players/careyve01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/WAS-2023.png,Kristaps Porziņģis,PF,7-3,240,August 2 1995,lv,6,,https://www.basketball-reference.com/req/202106291/images/players/porzikr01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/WAS-2023.png,Daniel Gafford,PF,6-10,234,October 1 1998,us,3,Arkansas,https://www.basketball-reference.com/req/202106291/images/players/gaffoda01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Chris Boucher,PF,6-9,200,January 11 1993,lc,5,Oregon,https://www.basketball-reference.com/req/202106291/images/players/bouchch01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Josh Jackson,SF,6-8,207,February 10 1997,us,5,Kansas,https://www.basketball-reference.com/req/202106291/images/players/jacksjo02.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Christian Koloko,C,7-1,230,June 20 2000,cm,0,Arizona,https://www.basketball-reference.com/req/202106291/images/players/kolokch01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Thaddeus Young,PF,6-8,235,June 21 1988,us,15,Georgia Tech,https://www.basketball-reference.com/req/202106291/images/players/youngth01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Gabe Brown,F,6-8,215,March 5 2000,us,0,Michigan State,https://www.basketball-reference.com/req/202106291/images/players/brownga01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Juancho Hernangómez,PF,6-9,214,September 28 1995,es,6,,https://www.basketball-reference.com/req/202106291/images/players/hernaju01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Jeff Dowtin (TW),PG,6-3,185,May 10 1997,us,1,Rhode Island,https://www.basketball-reference.com/req/202106291/images/players/dowtije01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Ron Harper Jr. (TW),G-F,6-6,245,April 12 2000,us,0,Rutgers University,https://www.basketball-reference.com/req/202106291/images/players/harpero02.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Justin Champagnie,SF,6-6,200,June 29 2001,us,1,Pitt,https://www.basketball-reference.com/req/202106291/images/players/champju01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,D.J. Wilson,PF,6-10,231,February 19 1996,us,5,Michigan,https://www.basketball-reference.com/req/202106291/images/players/wilsodj01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Pascal Siakam,PF,6-9,230,April 2 1994,cm,6,New Mexico State,https://www.basketball-reference.com/req/202106291/images/players/siakapa01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Otto Porter Jr.,SF,6-8,198,June 3 1993,us,9,Georgetown,https://www.basketball-reference.com/req/202106291/images/players/porteot01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Gary Trent Jr.,SG,6-5,209,January 18 1999,us,4,Duke,https://www.basketball-reference.com/req/202106291/images/players/trentga02.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Dalano Banton,PG,6-9,204,November 7 1999,ca,1,Nebraska,https://www.basketball-reference.com/req/202106291/images/players/bantoda01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Scottie Barnes,SF,6-9,227,August 1 2001,us,1,Florida State,https://www.basketball-reference.com/req/202106291/images/players/barnesc01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Khem Birch,C,6-9,233,September 28 1992,ca,5,Pitt UNLV,https://www.basketball-reference.com/req/202106291/images/players/birchkh01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,OG Anunoby,SF,6-7,232,July 17 1997,gb,5,Indiana,https://www.basketball-reference.com/req/202106291/images/players/anunoog01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Malachi Flynn,PG,6-1,175,May 10 1998,us,2,Washington State San Diego State,https://www.basketball-reference.com/req/202106291/images/players/flynnma01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Precious Achiuwa,PF,6-8,225,September 19 1999,ng,2,Memphis,https://www.basketball-reference.com/req/202106291/images/players/achiupr01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/TOR-2023.png,Fred VanVleet,PG,6-1,197,February 25 1994,us,6,Wichita State,https://www.basketball-reference.com/req/202106291/images/players/vanvlfr01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Georges Niang,PF,6-7,230,June 17 1993,us,6,Iowa State,https://www.basketball-reference.com/req/202106291/images/players/niangge01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Montrezl Harrell,C,6-7,240,January 26 1994,us,7,Louisville,https://www.basketball-reference.com/req/202106291/images/players/harremo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,James Harden,SG,6-5,220,August 26 1989,us,13,Arizona State,https://www.basketball-reference.com/req/202106291/images/players/hardeja01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Michael Foster Jr.,F,6-8,250,January 16 2003,us,0,,https://www.basketball-reference.com/req/202106291/images/players/fostemi02.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Danuel House Jr.,SF,6-6,220,June 7 1993,us,6,Texas A&M,https://www.basketball-reference.com/req/202106291/images/players/houseda01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,P.J. Tucker,SF,6-5,245,May 5 1985,us,11,Texas,https://www.basketball-reference.com/req/202106291/images/players/tuckepj01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Julian Champagnie (TW),F,6-8,220,June 29 2001,us,0,St. John's,https://www.basketball-reference.com/req/202106291/images/players/champju02.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Trevelin Queen,PG,6-6,190,February 25 1997,us,1,College of Marin New Mexico Military Institute New Mexico State,https://www.basketball-reference.com/req/202106291/images/players/queentr01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Charles Bassey,C,6-11,235,October 28 2000,ng,1,Western Kentucky,https://www.basketball-reference.com/req/202106291/images/players/bassech01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Furkan Korkmaz,SG,6-7,202,July 24 1997,tr,5,,https://www.basketball-reference.com/req/202106291/images/players/korkmfu01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Joel Embiid,C,7-0,280,March 16 1994,cm,6,Kansas,https://www.basketball-reference.com/req/202106291/images/players/embiijo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Jaden Springer,PG,6-4,204,September 25 2002,us,1,Tennessee,https://www.basketball-reference.com/req/202106291/images/players/sprinja01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Paul Reed,PF,6-9,210,June 14 1999,us,2,DePaul,https://www.basketball-reference.com/req/202106291/images/players/reedpa01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Tyrese Maxey,SG,6-2,200,November 4 2000,us,2,Kentucky,https://www.basketball-reference.com/req/202106291/images/players/maxeyty01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Isaiah Joe,SG,6-4,165,July 2 1999,us,2,Arkansas,https://www.basketball-reference.com/req/202106291/images/players/joeis01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,De'Anthony Melton,PG,6-2,200,May 28 1998,us,4,USC,https://www.basketball-reference.com/req/202106291/images/players/meltode01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Tobias Harris,PF,6-8,226,July 15 1992,us,11,Tennessee,https://www.basketball-reference.com/req/202106291/images/players/harrito02.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Shake Milton,SG,6-5,205,September 26 1996,us,4,SMU,https://www.basketball-reference.com/req/202106291/images/players/miltosh01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/PHI-2023.png,Matisse Thybulle,SG,6-5,201,March 4 1997,us,3,Washington,https://www.basketball-reference.com/req/202106291/images/players/thybuma01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Devin Cannady,PG,6-2,183,May 21 1996,us,2,Princeton,https://www.basketball-reference.com/req/202106291/images/players/cannade01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Zavier Simpson,PG,6-0,190,February 11 1997,us,1,Michigan,https://www.basketball-reference.com/req/202106291/images/players/simpsza01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Aleem Ford,F,6-8,220,December 22 1997,us,1,Wisconsin,https://www.basketball-reference.com/req/202106291/images/players/fordal03.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Gary Harris,SG,6-4,210,September 14 1994,us,8,Michigan State,https://www.basketball-reference.com/req/202106291/images/players/harriga01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Kevon Harris (TW),SG,6-6,216,June 24 1997,us,0,Stephen F. Austin,https://www.basketball-reference.com/req/202106291/images/players/harrike01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Admiral Schofield (TW),PF,6-5,241,March 30 1997,gb,2,Tennessee,https://www.basketball-reference.com/req/202106291/images/players/schofad01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Caleb Houstan,G-F,6-8,205,January 9 2003,ca,0,Michigan,https://www.basketball-reference.com/req/202106291/images/players/houstca01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Bol Bol,PF,7-2,220,November 16 1999,sd,3,Oregon,https://www.basketball-reference.com/req/202106291/images/players/bolbo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Mo Bamba,C,7-0,231,May 12 1998,us,4,Texas,https://www.basketball-reference.com/req/202106291/images/players/bambamo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Paolo Banchero,F,6-10,250,November 12 2002,us,0,Duke,https://www.basketball-reference.com/req/202106291/images/players/banchpa01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Terrence Ross,SG,6-6,206,February 5 1991,us,10,Washington,https://www.basketball-reference.com/req/202106291/images/players/rosste01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Wendell Carter Jr.,C,6-10,270,April 16 1999,us,4,Duke,https://www.basketball-reference.com/req/202106291/images/players/cartewe01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Moritz Wagner,C,6-11,245,April 26 1997,de,4,Michigan,https://www.basketball-reference.com/req/202106291/images/players/wagnemo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Franz Wagner,SF,6-9,225,August 27 2001,de,1,Michigan,https://www.basketball-reference.com/req/202106291/images/players/wagnefr01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Jalen Suggs,SG,6-4,205,June 3 2001,us,1,Gonzaga,https://www.basketball-reference.com/req/202106291/images/players/suggsja01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Jonathan Isaac,PF,6-11,230,October 3 1997,us,3,Florida State,https://www.basketball-reference.com/req/202106291/images/players/isaacjo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Markelle Fultz,SG,6-3,209,May 29 1998,us,5,Washington,https://www.basketball-reference.com/req/202106291/images/players/fultzma01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,R.J. Hampton,PG,6-4,175,February 7 2001,us,2,,https://www.basketball-reference.com/req/202106291/images/players/hamptrj01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Cole Anthony,PG,6-2,185,May 15 2000,us,2,UNC,https://www.basketball-reference.com/req/202106291/images/players/anthoco01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/ORL-2023.png,Chuma Okeke,PF,6-6,229,August 18 1998,us,2,Auburn,https://www.basketball-reference.com/req/202106291/images/players/okekech01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Jericho Sims,C,6-10,245,October 20 1998,us,1,Texas,https://www.basketball-reference.com/req/202106291/images/players/simsje01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Jalen Harris,SG,6-5,195,August 14 1998,us,1,Nevada Louisiana Tech,https://www.basketball-reference.com/req/202106291/images/players/harrija01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,DaQuan Jeffries,SG,6-5,230,August 30 1997,us,3,Oral Roberts Tulsa,https://www.basketball-reference.com/req/202106291/images/players/jeffrda01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Ryan Arcidiacono,PG,6-3,195,March 26 1994,us,5,Villanova,https://www.basketball-reference.com/req/202106291/images/players/arcidry01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Svi Mykhailiuk,SF,6-7,205,June 10 1997,ua,4,Kansas,https://www.basketball-reference.com/req/202106291/images/players/mykhasv01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Trevor Keels (TW),G,6-5,221,August 26 2003,us,0,Duke,https://www.basketball-reference.com/req/202106291/images/players/keelstr01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Isaiah Hartenstein,C,7-0,250,May 5 1998,us,4,,https://www.basketball-reference.com/req/202106291/images/players/harteis01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Jalen Brunson,PG,6-1,190,August 31 1996,us,4,Villanova,https://www.basketball-reference.com/req/202106291/images/players/brunsja01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Mitchell Robinson,C,7-0,240,April 1 1998,us,4,Western Kentucky,https://www.basketball-reference.com/req/202106291/images/players/robinmi01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,RJ Barrett,SG,6-6,214,June 14 2000,ca,3,Duke,https://www.basketball-reference.com/req/202106291/images/players/barrerj01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Julius Randle,PF,6-8,250,November 29 1994,us,8,Kentucky,https://www.basketball-reference.com/req/202106291/images/players/randlju01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Derrick Rose,PG,6-2,200,October 4 1988,us,13,Memphis,https://www.basketball-reference.com/req/202106291/images/players/rosede01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Evan Fournier,SG,6-7,205,October 29 1992,fr,10,,https://www.basketball-reference.com/req/202106291/images/players/fournev01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Quentin Grimes,SG,6-5,205,May 8 2000,us,1,Kansas Houston,https://www.basketball-reference.com/req/202106291/images/players/grimequ01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Miles McBride,PG,6-2,200,September 8 2000,us,1,West Virginia,https://www.basketball-reference.com/req/202106291/images/players/mcbrimi01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Immanuel Quickley,PG,6-3,190,June 17 1999,us,2,Kentucky,https://www.basketball-reference.com/req/202106291/images/players/quickim01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Obi Toppin,PF,6-9,220,March 4 1998,us,2,Dayton,https://www.basketball-reference.com/req/202106291/images/players/toppiob01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/NYK-2023.png,Cam Reddish,SF,6-8,218,September 1 1999,us,3,Duke,https://www.basketball-reference.com/req/202106291/images/players/reddica01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Joe Ingles,SF,6-8,220,October 2 1987,au,8,,https://www.basketball-reference.com/req/202106291/images/players/inglejo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Jordan Nwora,SF,6-8,225,September 9 1998,us,2,Louisville,https://www.basketball-reference.com/req/202106291/images/players/nworajo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Marques Bolden,C,6-10,249,April 17 1998,us,2,Duke,https://www.basketball-reference.com/req/202106291/images/players/boldema01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Serge Ibaka,PF,6-10,235,September 18 1989,cg,13,,https://www.basketball-reference.com/req/202106291/images/players/ibakase01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Lindell Wigginton,PG,6-2,189,March 28 1998,ca,1,Iowa State,https://www.basketball-reference.com/req/202106291/images/players/wiggili01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Luca Vildoza,PG,6-3,190,August 11 1995,ar,1,,https://www.basketball-reference.com/req/202106291/images/players/vildolu01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,MarJon Beauchamp,G,6-6,199,October 12 2000,us,0,Yakima Valley Community College,https://www.basketball-reference.com/req/202106291/images/players/beaucma01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Wesley Matthews,SG,6-4,220,October 14 1986,us,13,Marquette,https://www.basketball-reference.com/req/202106291/images/players/matthwe02.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Bobby Portis,PF,6-10,250,February 10 1995,us,7,Arkansas,https://www.basketball-reference.com/req/202106291/images/players/portibo01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Jevon Carter,PG,6-1,200,September 14 1995,us,4,West Virginia,https://www.basketball-reference.com/req/202106291/images/players/carteje01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Brook Lopez,C,7-0,282,April 1 1988,us,14,Stanford,https://www.basketball-reference.com/req/202106291/images/players/lopezbr01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,AJ Green (TW),G,6-4,200,September 27 1999,us,0,University of Northern Iowa,https://www.basketball-reference.com/req/202106291/images/players/greenaj01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Grayson Allen,SG,6-4,198,October 8 1995,us,4,Duke,https://www.basketball-reference.com/req/202106291/images/players/allengr01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Thanasis Antetokounmpo,SF,6-6,219,July 18 1992,gr,4,,https://www.basketball-reference.com/req/202106291/images/players/antetth01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,George Hill,PG,6-4,188,May 4 1986,us,14,IUPUI,https://www.basketball-reference.com/req/202106291/images/players/hillge01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Jrue Holiday,PG,6-3,205,June 12 1990,us,13,UCLA,https://www.basketball-reference.com/req/202106291/images/players/holidjr01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Giannis Antetokounmpo,PF,6-11,242,December 6 1994,gr,9,,https://www.basketball-reference.com/req/202106291/images/players/antetgi01.jpg
https://cdn.ssref.net/req/202209231/tlogo/bbr/MIL-2023.png,Pat Connaughton,SG,6-5,209,January 6 1993,us,7,Notre Dame,https://www.basketball-reference.com/req/202106291/images/players/connapa01.jpg
